    1100,     800,   26500,     800,    3100,    1160,     760,   27380,     840,    3420,
    1100,    3300,   25900,     800,     700,    1120,    3800,   26360,     760,     840,
    1100,     800,   25700,    4300,    3300,    1120,     860,   26140,    4060,    3940,
    4600,    3400,   26200,    4100,    1000,    4480,    4807,   26360,    3740,     900,
    4100,    3900,   26400,     800,    4100,    4180,    4668,   26300,     840,    3960,
    1300,     800,   25900,     800,     800,    1160,     840,   26140,     800,     800,
    1100,    3800,   26400,    3800,    3900,    1980,    3700,   26320,    3500,    3300,
    4400,    1000,   26700,     800,    2600,    4300,     920,   26520,     880,    3900,
     800,     800,   26100,    1000,     700,    1020,    1000,   26540,     840,     800,
    1100,     800,   26100,    3900,    4300,    1260,     940,   26300,    3180,    1520,
    1000,    3600,   26500,    2900,    1000,    1040,    3500,   26360,    3820,     900,
    1100,    3300,   26200,    4100,    2800,    1140,    3580,   26320,    3400,    2700,
    4400,     800,   26500,    1000,    3400,    4560,     940,   26480,     880,    1380,
    1100,    1000,   26700,    2800,    2600,    1020,     900,   26460,    3260,    3560,
    1300,    3100,   26500,     700,     800,    1140,    3680,   26500,     760,     860,
    4900,    3400,   26400,     800,    3100,    4560,    3780,   27010,     880,    3460,
    4800,    1100,   26400,    3400,    3100,    4740,    1000,   26280,    3440,    1380,
    4900,    3400,   25900,    3100,     700,    4420,    3660,   26060,    3980,     840,
    4600,    1100,   26200,     800,    3100,    3300,    1000,   26420,     880,    3140,
    1300,    4100,   26500,    2900,    1000,    3780,    4000,   26360,    2880,     960,
    1100,    3800,   25900,     800,     700,    1080,    3640,   26340,    1540,     860,
    4100,    1000,   26700,     700,     700,    4060,     980,   26420,     860,     880,
    4600,    1000,   26400,    3800,    1000,    5751,     940,   26320,    3960,     920,
    3900,    3800,   26700,     800,    1000,    3940,    3780,   26480,    1206,     840,
    1000,    3800,   26500,    4100,    1000,    1120,    3580,   26500,    4040,    1630,
    1100,     800,   26700,    2800,    1000,    1220,     880,   26560,    3420,     840,
    1300,    3800,   26500,    4100,     800,    1160,    3900,   26460,    3460,    1848,
     800,     800,   25900,    3100,     800,    1020,     840,   26300,    3500,     880,
    1000,    4900,   26700,     700,    1000,    1200,    3860,   26540,     760,     860,
    1100,    3400,   25900,     800,     700,    1060,    3720,   26140,     840,     900,
    1300,    1100,   26400,    3300,     700,    1220,    1020,   26160,    4878,     800,
    3900,    1000,   26500,     800,    1000,    4280,    1820,   26400,     820,     880,
    3800,     800,   26400,    1000,    3800,    3940,     940,   26420,     880,    4040,
    4300,    3800,   26400,    3400,    2800,    4500,    3900,   26400,    2120,    3320,
    1300,    3900,   26500,     800,     800,    1180,    3880,   27216,     880,     960,
    4900,    1100,   26100,    4300,     700,    4620,     960,   26420,    3620,     820,
    1100,     800,   26200,    3100,     800,    1120,    2740,   26280,    3620,     860,
    1100,    3300,   26700,     700,    2600,    1020,    3620,   26240,     820,    2980,
    4600,    3800,   26100,     800,    2800,    4620,    3700,   26240,    1996,    3480,
    1100,    3600,   26500,     700,    3100,    1080,    3900,   26320,    1506,    3820,
    1000,    3800,   26500,    1000,     800,    1100,    4000,   26440,     820,    1942,
    4800,    3600,   26400,     800,    1000,    4540,    3780,   27295,     840,     880,
    1100,    1000,   26200,    4100,    1000,    1080,     920,   26360,    3500,    1707,
    1100,    1100,   26500,    4100,     700,    1160,    1020,   27194,    4180,     820,
    1300,    3900,   26400,     800,     700,    1160,    3940,   26400,    1818,     820,
    4300,    4100,   26500,    3300,     800,    4280,    3620,   26260,    1320,     860,
    1100,    1000,   26100,    1000,    4100,    1220,    1956,   26380,     820,    3320,
    1100,     800,   25900,    4100,     700,    1100,     820,   26020,    3580,     800,
    4600,    1000,   26500,    3100,    2800,    4400,    1931,   26300,    3900,    3760,
    1100,    3600,   26500,    3800,    2500,    1080,    3520,   26480,    3400,    2600,
    1300,    3600,   26400,    1000,    2900,    1100,    4300,   27205,     880,    3660,
    1100,    3400,   26100,     800,    4300,    1140,    3700,   26240,    2720,    3420,
    3900,    1000,   26700,    1000,    1000,    4220,     920,   26480,     860,     900,
    4800,    1100,   26400,     800,    2600,    4800,     920,   26320,     800,    3840,
    1100,    3800,   26100,    1000,     700,    1180,    4748,   26380,     880,     880,
    4600,    1000,   26100,    3300,     800,    4460,    1020,   26360,    3660,    3040,
    4900,     800,   26200,    3300,     800,    4680,     840,   26160,    3960,     840,
    4800,    1000,   25900,    2900,     700,    4340,     980,   26200,    3320,     800,
    4600,    3400,   26200,    3100,    2800,    5521,    3580,   26320,    3560,    3680,
    4400,    1000,   26500,    2800,     700,    4360,    1040,   27144,    3580,     860,
    4300,     800,   26400,    4100,    4300,    4320,     860,   26280,    3740,    2740,
    1100,    1600,   26500,    1000,    1000,    1080,     980,   26520,     880,     900,
    4600,    5100,   25700,     800,    2600,    4440,    4140,   26020,     740,    3560,
    4400,    3800,   25700,     800,    2600,    4420,    4080,   26100,     880,    3780,
    3900,    4100,   26700,    1000,    3900,    4200,    4000,   26380,     860,    2940,
    4100,    3300,   26700,    2900,    1000,    4320,    4060,   26500,    2900,     860,
    4600,    3400,   25700,    4300,    4300,    4340,    3640,   25920,    4020,    4280,
    4800,     700,   26700,    3600,    1000,    4320,     900,   26540,    3040,     900,
    4400,    4900,   26400,    4300,    3800,    4600,    3900,   26320,    3580,    3020,
    4800,    3600,   26200,     800,    4800,    4720,    3440,   26300,     820,    4380,
    4300,    4800,   26400,     800,    4100,    4420,    3860,   26400,     800,    4340,
    1300,    5100,   26700,    2900,     700,    1080,    4220,   26500,    2860,     760,
    4600,    3300,   26500,     800,    4600,    4480,    3540,   26440,     880,    4340,
    4300,    3800,   26500,    4100,     800,    4440,    3660,   26300,    3760,    1600,
    1100,    1000,   26100,    3600,    1000,    1100,     940,   26200,    2620,    1000,
    4900,    5100,   26200,    3300,    1000,    4740,    4300,   26240,    3260,     900,
    1100,    5100,   26400,    4400,    1000,    1060,    4400,   26240,    4260,     840,
     800,    3900,   26500,    3300,    4600,    1100,    3680,   26340,    3920,    4300,
    1300,    5200,   26700,    3100,    2600,    1120,    3960,   26420,    3660,    3660,
     800,    5100,   26500,    4300,    3900,    1080,    4260,   26420,    3580,    3260,
    1100,    4900,   26500,    2900,    2600,    1100,    4000,   26440,    2920,    2640,
    4400,     800,   25700,    3100,    3400,    4580,     820,   25940,    3700,    3480,
    1100,    3300,   26200,     800,    4400,    1160,    3660,   26220,     760,    2820,
    4400,     800,   25700,    1000,    4300,    4400,     960,   25840,     900,    3900,
    4400,    3100,   26100,    4100,    2600,    4300,    3460,   26200,    3740,    3660,
    1000,    3300,   26500,    4300,    4800,    1160,    3500,   26360,    4120,    4000,
    3900,    5100,   26400,    4300,    3900,    4080,    4060,   26360,    3460,    3760,
    4400,     800,   26400,    4800,     800,    4700,     880,   26300,    4040,     820,
    1800,    1000,   26500,    4300,     700,    1240,    1000,   26360,    3780,     860,
    1100,    3300,   26400,    3300,    3100,    1080,    3540,   26300,    4100,    4080,
    1100,    4800,   26100,     800,    4100,    1140,    3720,   26160,     780,    4180,
