   49.60,   36.80,    4.00
   47.20,   57.60,    6.40
    8.80,    8.00,   49.60
    8.80,    6.40,    5.60
   94.40,   88.80,   92.80
   49.60,    6.40,    6.40
    8.80,   56.00,    6.40
   94.40,   38.40,   76.00
   48.80,   51.20,    4.00
    8.80,   38.40,    4.00
   98.40,   38.40,   90.40
   48.80,    8.00,    4.00
   47.20,   57.60,   44.80
   47.20,   55.20,   90.40
    8.80,   56.00,   48.80
   45.60,   34.40,   90.40
   49.60,    6.40,   48.80
