1), 54.00, 38.00, 257.00, 66.00, 41.00, 10.80, 7.60, 51.40, 13.20, 8.20, -1, -0.097970, -1, -1
2), 51.00, 38.00, 257.00, 61.00, 39.00, 21.00, 15.20, 102.80, 25.40, 16.00, -1, -0.097970, -1, -1
3), 48.00, 29.00, 257.00, 62.00, 41.00, 30.60, 21.00, 154.20, 37.80, 24.20, -1, -0.097970, -1, -1
4), 44.00, 52.00, 256.00, 59.00, 41.00, 39.40, 31.40, 205.40, 49.60, 32.40, -1, -0.097970, -1, -1
5), 48.00, 33.00, 257.00, 57.00, 36.00, 49.00, 38.00, 256.80, 61.00, 39.60, -1, -0.097746, -1, -1
6), 44.00, 41.00, 256.00, 52.00, 34.00, 47.00, 38.60, 256.60, 58.20, 38.20, -1, -0.096500, -1, -1
7), 46.00, 38.00, 256.00, 56.00, 38.00, 46.00, 38.60, 256.40, 57.20, 38.00, -1, -0.096787, -1, -1
8), 44.00, 34.00, 256.00, 54.00, 28.00, 45.20, 39.60, 256.20, 55.60, 35.40, -1, -0.096610, -1, -1
9), 46.00, 39.00, 259.00, 48.00, 33.00, 45.60, 37.00, 256.80, 53.40, 33.80, -1, -0.087849, -1, -1
10), 44.00, 38.00, 259.00, 51.00, 39.00, 44.80, 38.00, 257.20, 52.20, 34.40, -1, -0.086316, -1, -1
11), 44.00, 46.00, 254.00, 39.00, 41.00, 44.80, 39.00, 256.80, 49.60, 35.80, -1, -0.074373, -1, 1
12), 46.00, 49.00, 256.00, 31.00, 28.00, 44.80, 41.20, 256.80, 44.60, 33.80, -1, -0.055895, -1, 1
13), 43.00, 38.00, 256.00, 34.00, 39.00, 44.60, 42.00, 256.80, 40.60, 36.00, -1, -0.022282, -1, 1
14), 44.00, 34.00, 259.00, 38.00, 39.00, 44.20, 41.00, 256.80, 38.60, 37.20, 1, 0.005897, -1, 1
15), 46.00, 48.00, 254.00, 31.00, 29.00, 44.60, 43.00, 255.80, 34.60, 35.20, -1, -0.043090, -1, 1
16), 44.00, 41.00, 259.00, 36.00, 41.00, 44.60, 42.00, 256.80, 34.00, 35.20, 1, 0.008541, -1, 1
17), 46.00, 36.00, 257.00, 33.00, 28.00, 44.60, 39.40, 257.00, 34.40, 35.20, 1, 0.003886, 1, 1
18), 44.00, 38.00, 257.00, 31.00, 36.00, 44.80, 39.40, 257.20, 33.80, 34.60, -1, -0.001316, 1, 1
19), 44.00, 51.00, 257.00, 38.00, 39.00, 44.80, 42.80, 256.80, 33.80, 34.60, -1, -0.023672, -1, 1
20), 46.00, 34.00, 256.00, 34.00, 25.00, 44.80, 40.00, 257.20, 34.40, 33.80, -1, -0.013006, -1, 1
21), 46.00, 44.00, 259.00, 46.00, 28.00, 45.20, 40.60, 257.20, 36.40, 31.20, -1, -0.057177, -1, -1
22), 44.00, 41.00, 259.00, 51.00, 39.00, 44.80, 41.60, 257.60, 40.00, 33.40, -1, -0.054793, -1, -1
23), 48.00, 36.00, 256.00, 48.00, 28.00, 45.60, 41.20, 257.40, 43.40, 31.80, -1, -0.069829, -1, -1
24), 48.00, 33.00, 256.00, 46.00, 25.00, 46.40, 37.60, 257.20, 45.00, 29.00, -1, -0.073245, -1, -1
25), 41.00, 36.00, 259.00, 48.00, 38.00, 45.40, 38.00, 257.80, 47.80, 31.60, -1, -0.072051, -1, -1
26), 44.00, 49.00, 257.00, 51.00, 38.00, 45.00, 39.00, 257.40, 48.80, 33.60, -1, -0.082234, -1, -1
27), 46.00, 46.00, 256.00, 46.00, 28.00, 45.40, 40.00, 256.80, 47.80, 31.40, -1, -0.085965, -1, -1
28), 44.00, 38.00, 259.00, 48.00, 38.00, 44.60, 40.40, 257.40, 47.80, 33.40, -1, -0.065550, -1, -1
29), 46.00, 33.00, 254.00, 49.00, 39.00, 44.20, 40.40, 257.00, 48.40, 36.20, -1, -0.078765, -1, -1
30), 46.00, 49.00, 257.00, 44.00, 28.00, 45.20, 43.00, 256.60, 47.60, 34.20, -1, -0.083428, -1, -1
31), 46.00, 51.00, 254.00, 29.00, 28.00, 45.60, 43.40, 256.00, 43.20, 32.20, -1, -0.067978, -1, 1
32), 43.00, 49.00, 257.00, 38.00, 39.00, 45.00, 44.00, 256.20, 41.60, 34.40, -1, -0.037710, -1, 1
33), 44.00, 36.00, 256.00, 36.00, 25.00, 45.00, 43.60, 255.60, 39.20, 31.80, -1, -0.049244, -1, 1
34), 43.00, 34.00, 261.00, 31.00, 33.00, 44.40, 43.80, 257.00, 35.60, 30.60, -1, -0.026273, -1, 1
35), 41.00, 51.00, 259.00, 38.00, 38.00, 43.40, 44.20, 257.40, 34.40, 32.60, -1, -0.021946, -1, 1
36), 48.00, 34.00, 254.00, 36.00, 43.00, 43.80, 40.80, 257.40, 35.80, 35.60, -1, -0.030340, -1, 1
37), 44.00, 36.00, 257.00, 31.00, 31.00, 44.00, 38.20, 257.40, 34.40, 34.00, 1, 0.002612, -1, 1
38), 43.00, 34.00, 259.00, 34.00, 41.00, 43.80, 37.80, 258.00, 34.00, 37.20, 1, 0.014361, -1, 1
39), 48.00, 38.00, 257.00, 33.00, 28.00, 44.80, 38.60, 257.20, 34.40, 36.20, 1, 0.001973, 1, 1
40), 44.00, 38.00, 261.00, 31.00, 33.00, 45.40, 36.00, 257.60, 33.00, 35.20, 1, 0.018779, 1, 1
41), 43.00, 38.00, 257.00, 46.00, 39.00, 44.40, 36.80, 258.20, 35.00, 34.40, -1, -0.014269, 1, -1
42), 41.00, 34.00, 259.00, 52.00, 41.00, 43.80, 36.40, 258.60, 39.20, 36.40, -1, -0.057423, 1, -1
43), 44.00, 39.00, 259.00, 46.00, 28.00, 44.00, 37.40, 258.60, 41.60, 33.80, -1, -0.037952, -1, -1
44), 46.00, 34.00, 259.00, 51.00, 39.00, 43.60, 36.60, 259.00, 45.20, 36.00, -1, -0.059283, -1, -1
45), 44.00, 39.00, 254.00, 46.00, 29.00, 43.60, 36.80, 257.60, 48.20, 35.20, -1, -0.078682, -1, -1
46), 43.00, 33.00, 259.00, 52.00, 41.00, 43.60, 35.80, 258.00, 49.40, 35.60, -1, -0.081511, -1, -1
47), 46.00, 49.00, 256.00, 44.00, 28.00, 44.60, 38.80, 257.40, 47.80, 33.00, -1, -0.083790, -1, -1
48), 46.00, 36.00, 254.00, 51.00, 41.00, 45.00, 38.20, 256.40, 48.80, 35.60, -1, -0.082765, -1, -1
49), 46.00, 48.00, 259.00, 44.00, 28.00, 45.00, 41.00, 256.40, 47.40, 33.40, -1, -0.079604, -1, -1
50), 43.00, 38.00, 259.00, 51.00, 41.00, 44.80, 40.80, 257.40, 48.40, 35.80, -1, -0.073929, -1, -1
51), 41.00, 39.00, 259.00, 36.00, 39.00, 44.40, 42.00, 257.40, 45.20, 35.40, -1, -0.037093, -1, 1
52), 44.00, 36.00, 259.00, 38.00, 33.00, 44.00, 39.40, 258.00, 44.00, 36.40, -1, -0.010961, -1, 1
53), 44.00, 34.00, 256.00, 31.00, 41.00, 43.60, 39.00, 258.40, 40.00, 36.40, -1, -0.023036, -1, 1
54), 43.00, 33.00, 256.00, 38.00, 39.00, 43.00, 36.00, 257.80, 38.80, 38.60, -1, -0.001677, -1, 1
55), 46.00, 43.00, 261.00, 29.00, 28.00, 43.60, 37.00, 258.20, 34.40, 36.00, 1, 0.012614, -1, 1
56), 48.00, 36.00, 261.00, 31.00, 29.00, 45.00, 36.40, 258.60, 33.40, 34.00, 1, 0.027411, -1, 1
57), 41.00, 51.00, 259.00, 38.00, 39.00, 44.40, 39.40, 258.60, 33.40, 35.20, -1, -0.003208, -1, 1
58), 46.00, 38.00, 257.00, 31.00, 29.00, 44.80, 40.20, 258.80, 33.40, 32.80, 1, 0.015551, 1, 1
59), 43.00, 38.00, 261.00, 36.00, 41.00, 44.80, 41.20, 259.80, 33.00, 33.20, 1, 0.042253, 1, 1
60), 44.00, 34.00, 261.00, 36.00, 38.00, 44.40, 39.40, 259.80, 34.40, 35.20, 1, 0.042865, 1, 1
61), 46.00, 44.00, 256.00, 46.00, 26.00, 44.00, 41.00, 258.80, 37.40, 34.60, -1, -0.063423, 1, -1
62), 41.00, 36.00, 257.00, 51.00, 39.00, 44.00, 38.00, 258.40, 40.00, 34.60, -1, -0.056100, 1, -1
63), 44.00, 34.00, 259.00, 52.00, 41.00, 43.60, 37.20, 258.80, 44.20, 37.00, -1, -0.060049, -1, -1
64), 41.00, 36.00, 259.00, 48.00, 38.00, 43.20, 36.80, 258.40, 46.60, 36.40, -1, -0.053171, -1, -1
65), 46.00, 34.00, 257.00, 51.00, 43.00, 43.60, 36.80, 257.60, 49.60, 37.40, -1, -0.077595, -1, -1
66), 44.00, 38.00, 256.00, 44.00, 28.00, 43.20, 35.60, 257.60, 49.20, 37.80, -1, -0.074493, -1, -1
67), 41.00, 39.00, 256.00, 52.00, 39.00, 43.20, 36.20, 257.40, 49.40, 37.80, -1, -0.083463, -1, -1
68), 46.00, 36.00, 254.00, 51.00, 28.00, 43.60, 36.60, 256.40, 49.20, 35.20, -1, -0.089759, -1, -1
69), 43.00, 38.00, 259.00, 51.00, 41.00, 44.00, 37.00, 256.40, 49.80, 35.80, -1, -0.079499, -1, -1
70), 48.00, 34.00, 254.00, 51.00, 41.00, 44.40, 37.00, 255.80, 49.80, 35.40, -1, -0.086946, -1, -1
71), 49.00, 36.00, 256.00, 33.00, 26.00, 45.40, 36.60, 255.80, 47.60, 35.00, -1, -0.068744, -1, 1
72), 46.00, 49.00, 259.00, 29.00, 28.00, 46.40, 38.60, 256.40, 43.00, 32.80, -1, -0.045988, -1, 1
73), 41.00, 36.00, 257.00, 36.00, 41.00, 45.40, 38.60, 257.00, 40.00, 35.40, -1, -0.006297, -1, 1
74), 48.00, 49.00, 261.00, 31.00, 28.00, 46.40, 40.80, 257.40, 36.00, 32.80, 1, 0.001492, -1, 1
