     800,    3600,   25600,    2900,    2900,    1000,    3700,   25680,    3640,    3760,
    4400,    4900,   26100,    2900,    2600,    4400,    4200,   25640,    3380,    3220,
    1100,    4600,   25900,    4400,     800,    1699,    3880,   26020,    3740,     860,
    4900,    3100,   26100,    1000,    4300,    4720,    3540,   25940,     860,    3740,
    1100,    5100,   25900,    1000,    2900,    1080,    4020,   25840,     940,    2780,
    4100,    3300,   26100,    4300,    1000,    4320,    3660,   26060,    4100,     780,
    4300,    4900,   26100,    2900,    1000,    4380,    4360,   25920,    3640,     800,
    4300,    5100,   26100,    4300,    3900,    4180,    4060,   26020,    3620,    3900,
    4400,    1000,   25400,    3800,    4600,    4300,     940,   25740,    4120,    4120,
    4300,    3400,   26100,     800,    1300,    4280,    3520,   26140,     860,    1000,
     800,    3600,   25600,     800,     700,    1020,    3600,   25900,     740,     860,
    4100,    5200,   26100,     700,     700,    4380,    4220,   25900,     820,     900,
    4800,    5100,   25600,     700,     800,    4540,    4200,   25780,     820,     880,
    4400,     500,   26100,    2900,    2800,    4560,     780,   26000,    3260,    3140,
    1000,    3600,   25900,    4900,     700,    1080,    3660,   26040,    4280,     820,
    1100,    1100,   25900,    3100,    2600,    1080,    1060,   25800,    3440,    2720,
    1300,     700,   26200,     800,    2800,    1160,     880,   26000,     880,    2840,
    4100,    1000,   26200,    1000,    4100,    4220,    1000,   26140,     880,    4020,
    1000,    3600,   25600,    3100,    2800,    1707,    3700,   25740,    3740,    3860,
    4400,    3600,   25900,    3300,    2600,    4320,    4080,   25940,    4060,    3800,
    1100,    4900,   26200,    4300,     800,    1120,    4420,   26020,    4140,     820,
    1300,    1100,   25900,    3800,    1000,    1160,    2200,   26040,    3800,     920,
    1100,    4900,   26200,    1000,    1000,    1080,    3960,   26000,     880,    2460,
    1100,    1000,   26200,    1000,    2600,    1220,     940,   26180,     820,    3760,
    4300,    5200,   26200,    4300,     800,    4380,    4180,   26020,    3440,     820,
    4800,    1100,   26100,    3100,    2600,    4760,     980,   26020,    3100,    3100,
    4100,    3400,   25900,    4300,    1000,    4380,    3400,   25880,    4220,     860,
    1100,     800,   25400,    3400,    2600,    1140,     800,   25860,    4080,    3800,
    1300,    1000,   25600,    3300,    4300,    1160,     920,   25980,    3180,    3440,
    1000,    3400,   26200,     700,    2900,    1040,    3860,   26100,     720,    3920,
    4400,    5100,   25400,     800,    3900,    4600,    4040,   25680,     860,    3960,
    1300,    4800,   25600,    4300,    1000,    1120,    3980,   25900,    3380,     960,
    4300,    3300,   26100,    3400,     700,    4440,    3480,   25920,    3940,     780,
    1800,    3300,   26100,    4100,    4100,    1160,    3600,   25860,    3580,    3980,
    1300,    4900,   26200,    2900,     800,    1260,    4260,   26140,    3460,     920,
    4100,    4900,   26200,     700,    4100,    4260,    4240,   26080,     840,    4020,
    4800,    1000,   25400,     800,    2600,    4520,    1020,   25920,     820,    3740,
    4800,    3400,   25900,    4100,    4100,    4600,    3860,   25780,    3220,    3080,
    4600,    3800,   25900,    3800,    4900,    4540,    3620,   25720,    4160,    4160,
    4600,    5100,   26100,    3100,    2900,    4560,    3940,   25920,    3420,    2800,
    4100,     500,   25900,     800,     800,    4300,     800,   25940,     820,     840,
    4600,    3400,   26100,    2900,     800,    4460,    3780,   25920,    3300,     920,
    4300,    4100,   25400,     800,    4100,    4580,    3880,   25560,     800,    3080,
    4800,    1000,   26100,    2900,    2800,    4540,     900,   26000,    3140,    3040,
    1500,    3300,   26200,     700,     700,    1180,    3740,   25960,     760,     740,
    4300,    4900,   26100,    1000,    2800,    4500,    3860,   25940,     900,    2760,
    4600,    4900,   25600,    1000,    2900,    4480,    3680,   25840,     860,    3900,
    4800,    3400,   26100,     700,    2800,    4340,    4120,   26060,     740,    3720,
    1600,    3800,   25600,     700,     700,    1240,    3760,   25820,     780,     840,
    1300,    1300,   26200,     700,    2800,    1160,     900,   26100,     780,    2860,
    1100,    3900,   25700,    3100,    1500,    1060,    3960,   25940,    3540,    1040,
    4400,     800,   26200,    1000,    2600,    4620,     960,   26080,     880,    2860,
    4800,    3400,   26100,    3300,     800,    5002,    3660,   25880,    3560,     820,
    4600,    1100,   26200,     800,    2900,    5186,     960,   25880,     860,    3420,
     800,    5100,   26100,    4300,    4100,    1040,    4080,   25780,    4100,    4060,
    1000,     700,   26200,    3100,    1000,    1000,     900,   26120,    3180,     900,
    4600,    3600,   25400,     800,    4600,    4440,    4040,   25800,     820,    4180,
    1100,     700,   25600,     800,    2600,    1100,     800,   25940,     840,    3800,
     800,    5200,   26200,    1000,    1000,    1080,    4120,   25960,     840,     920,
    1100,    5200,   25400,    4300,    4100,    1120,    4380,   25900,    3580,    3400,
    4800,     700,   26100,    3900,    2600,    4660,     840,   26000,    3260,    2860,
    4800,    1000,   26100,    4100,     800,    5377,     960,   26020,    3580,     860,
    1100,    3600,   25900,     800,    2600,    1100,    3680,   25760,     780,    2780,
    1300,     700,   26200,    3100,    2800,    1220,     780,   25960,    3900,    3880,
    1300,    3600,   25900,     700,    2600,    1140,    4320,   25900,     860,    3320,
    4400,    3300,   25600,     700,    4800,    4320,    3760,   25820,     860,    3960,
     800,    5100,   26100,    3100,    1000,    1000,    4200,   26120,    3540,     880,
    4900,    3400,   25200,    3800,    2900,    4800,    3800,   25620,    4100,    3380,
    1100,    3600,   26100,    3900,    4600,    1080,    4160,   25980,    4200,    4160,
    4800,    5100,   26100,    1000,     800,    4640,    3860,   25960,     880,     880,
    4800,    3300,   25200,    4100,    4400,    4720,    3560,   25560,    3600,    3400,
    1000,     700,   26100,    4100,    4600,    1080,     900,   25820,    4140,    4140,
    4800,    1000,   26200,    2900,     800,    4440,     940,   26060,    3240,     880,
    4300,    1000,   26200,    3100,    4300,    4380,     960,   26120,    3500,    3880,
    1100,    1500,   25900,     700,    3100,    1120,    1020,   25780,     780,    3860,
    4600,     800,   25400,    3900,    2600,    4380,     920,   25840,    3920,    3700,
    1000,    3600,   26100,    4100,    1000,    1080,    3880,   26100,    4540,     840,
    3900,    1100,   25600,     800,    1000,    4300,     940,   25720,     820,    1000,
    4800,    5100,   25400,    3100,    1000,    4600,    4140,   25620,    3540,     900,
    4800,    3300,   26100,     700,    2600,    4640,    3600,   25880,     760,    3080,
    1100,    3400,   26200,    3100,    1000,    1080,    2760,   25940,    3460,     840,
    4100,    3800,   26200,    3300,    4300,    4280,    4220,   26000,    3540,    3740,
    4600,    5100,   25700,     800,    2900,    4560,    4180,   25980,     800,    2880,
    4800,     800,   26100,     700,    2800,    4760,     820,   26120,     800,    2820,
    1000,    5200,   25600,    3100,     800,    1140,    4260,   25840,    3340,     800,
    4400,    1000,   25400,    4300,    3900,    4640,    1020,   25980,    3340,    3040,
    4800,    3300,   25700,     800,     800,    4380,    4200,   25940,     760,     920,
    1000,     500,   26200,     800,     800,    1020,     880,   26180,     740,     860,
