    1300,    4100,   26200,    3900,     700,    1180,    3820,   26360,    2200,     720,
    1300,    5100,   26100,     800,    2800,    1140,    4040,   26340,     780,    3380,
    1000,    1100,   26100,    1000,    2600,    1060,     940,   26280,     780,    3860,
    4900,    5200,   26500,    1000,     700,    4780,    4120,   26340,     800,     860,
    1100,    5100,   26700,    3300,    1000,    1140,    4440,   26380,    4040,     860,
    4900,    3800,   25900,    1000,     700,    4860,    4560,   26280,     960,     840,
    4900,    3400,   26200,    4400,    4900,    4780,    3680,   26300,    3620,    3760,
    1300,     800,   25900,    4800,    4300,    1120,     880,   26160,    4580,    4360,
    4400,    5100,   26700,     800,    3100,    4560,    3880,   26560,     780,    2920,
    4400,    1000,   26500,    4300,    4400,    4720,     940,   26460,    3560,    2500,
    1300,    3300,   26500,    4600,     700,    1200,    3560,   26420,    4580,     820,
    4800,    3300,   26100,    1000,    2900,    4720,    3620,   26320,     860,    2960,
    4400,    5100,   26400,    4800,    4100,    4500,    4360,   26340,    4100,    3780,
    4800,    1000,   26500,    4800,    4600,    4700,     960,   26360,    2560,    4120,
    1000,    1100,   26700,    3300,    2900,    1020,     900,   26540,    3220,    2980,
    4900,    3400,   25900,    4800,    1000,    4760,    4120,   26280,    4520,     940,
    1300,    5200,   26200,     800,     700,    1180,    4460,   26420,     860,     860,
    1100,    3800,   25900,    3600,    4800,    1140,    4400,   26140,    3940,    4040,
    4400,    3400,   26400,    4800,    4100,    4560,    3820,   26200,    4540,    4240,
    4900,    3600,   26500,    4400,    5100,    4720,    3740,   26380,    3820,    4020,
    1300,     800,   26100,     700,    4800,    1120,     920,   26380,     820,    3440,
    4900,    3400,   25900,     800,     700,    4900,    3560,   26160,     840,     800,
    3900,    3800,   26500,    1000,    1000,    4280,    4200,   26520,     840,     960,
    1300,     800,   26500,     800,    3400,    1815,     940,   26480,     920,    3700,
    1300,    1000,   26200,    4800,    3300,    1160,     860,   26220,    4340,    3540,
    1300,     800,   26500,    1000,    4800,    1120,     920,   26400,     880,    4460,
    1300,    1000,   26500,    1000,    2800,    1120,     920,   26520,     840,    2840,
    4600,     800,   26100,    4800,    4100,    4700,     980,   26160,    4660,    4340,
    1100,    3600,   26200,    3600,     800,    1020,    3760,   26340,    3840,    1900,
    4900,     700,   26500,     700,    4600,    4660,     880,   26300,     780,    4640,
    3900,    1000,   26500,     800,     700,    4380,     860,   26320,     880,     900,
    1000,    5100,   26200,    3300,    3100,    1020,    4200,   26220,    4080,    4040,
    4900,    3600,   26500,    1000,    4400,    4860,    3480,   26340,     860,    4780,
    4100,    4900,   26700,    1000,    4300,    4280,    3980,   26460,     840,    4220,
    1300,    4900,   25900,    4800,    1000,    1200,    4120,   26280,    4160,     840,
    4400,    5100,   26700,     800,     700,    4360,    3920,   26560,     880,     900,
    5100,    1000,   26500,    3900,    1000,    4820,     960,   26460,    4540,     900,
    4600,    3100,   26400,    4300,    4600,    4400,    3620,   26440,    3600,    4100,
    4900,     800,   26500,    3300,    1500,    4620,     920,   26320,    3400,    1040,
    1000,    3400,   26500,    4300,    4600,    1140,    3900,   26420,    3520,    3180,
    4800,    3300,   26200,    4400,    4900,    4700,    3660,   26020,    4040,    4360,
    1000,    5400,   26500,    3100,    2900,    1100,    4120,   26500,    3680,    3880,
    1100,    1300,   26200,    4400,    2900,    1160,     980,   26360,    3680,    3180,
    4100,    3800,   26700,    3300,     800,    4420,    3940,   26460,    3260,     820,
    4300,    1000,   26100,    3300,    4300,    4540,    1000,   26440,    3180,    3220,
    1000,    5100,   26500,     800,    4300,    1160,    3780,   26440,     840,    4360,
    4900,    3400,   26500,     800,    3100,    4880,    3400,   26400,     860,    4260,
    5200,    1000,   26400,    4300,    4300,    2740,     920,   26400,    3740,    3900,
    1000,    3800,   26200,     800,    4900,    1200,    3680,   26260,     880,    3480,
    1100,    3400,   26500,    3400,    2600,    1220,    3480,   26500,    3880,    3480,
    1100,     800,   25900,     800,    3100,    1100,     840,   26240,     880,    4200,
    1100,    5100,   26700,     800,    2900,    1080,    4320,   26400,     780,    3860,
    4900,    5200,   26500,    3300,    1000,    5339,    4120,   26300,    3780,     920,
    1100,     700,   26700,    3100,    2900,    1140,     920,   26440,    3300,    3360,
    4100,     800,   26100,     800,     800,    4300,     880,   26400,     820,     880,
    4900,     700,   26500,    4600,    4800,    4800,     900,   26400,    4300,    3600,
    1100,    1000,   26500,    3300,     800,    1656,     980,   26520,    3660,     820,
    4800,    1000,   25900,     800,    2900,    4500,     960,   26360,     900,    2860,
    1300,    4900,   26500,    3300,    3100,    1160,    3740,   26240,    4200,    4100,
    4600,    3100,   25900,    4600,    1000,    4680,    3460,   26320,    4120,     900,
    1100,    5100,   26200,    3300,    3100,    1080,    4200,   26340,    4060,    4120,
    4400,    3400,   25900,     800,    2900,    4520,    3720,   26340,     880,    3060,
    4800,     800,   26100,    4600,    1000,    5362,     880,   26120,    3980,     920,
    1100,    1500,   26400,    1000,    1000,    1180,     960,   26480,     840,     800,
    1300,    3600,   26100,    3400,    1000,    1120,    3480,   26280,    4320,     880,
    1300,    1000,   26100,    3100,     700,    1200,     980,   26380,    3400,     900,
    1100,    3400,   26100,    4800,    1000,    1160,    3820,   26360,    1660,     880,
    4800,     800,   26700,     700,    2600,    4600,     960,   26500,     760,    3560,
    4900,     700,   26400,    4400,    4900,    4740,     920,   26380,    4640,    4360,
