1), 52.00, 29.00, 257.00, 61.00, 46.00, 10.40, 5.80, 51.40, 12.20, 9.20, -1, -0.105950, -1, -1
2), 52.00, 33.00, 259.00, 59.00, 38.00, 20.80, 12.40, 103.20, 24.00, 16.80, -1, -0.105950, -1, -1
3), 51.00, 29.00, 259.00, 57.00, 44.00, 31.00, 18.20, 155.00, 35.40, 25.60, -1, -0.105950, -1, -1
4), 51.00, 34.00, 259.00, 57.00, 43.00, 41.20, 25.00, 206.80, 46.80, 34.20, -1, -0.105950, -1, -1
5), 48.00, 33.00, 259.00, 51.00, 29.00, 50.80, 31.60, 258.60, 57.00, 40.00, -1, -0.103961, -1, -1
6), 43.00, 39.00, 259.00, 49.00, 39.00, 49.00, 33.60, 259.00, 54.60, 38.60, -1, -0.096074, -1, -1
7), 48.00, 38.00, 257.00, 48.00, 28.00, 48.20, 34.60, 258.60, 52.40, 36.60, -1, -0.094904, -1, -1
8), 44.00, 39.00, 256.00, 44.00, 43.00, 46.80, 36.60, 258.00, 49.80, 36.40, -1, -0.069262, -1, -1
9), 44.00, 36.00, 259.00, 48.00, 29.00, 45.40, 37.00, 258.00, 48.00, 33.60, -1, -0.074792, -1, -1
10), 44.00, 39.00, 254.00, 43.00, 34.00, 44.60, 38.20, 257.00, 46.40, 34.60, -1, -0.065942, -1, -1
11), 48.00, 36.00, 261.00, 48.00, 39.00, 45.60, 37.60, 257.40, 46.20, 34.60, -1, -0.055996, -1, -1
12), 43.00, 39.00, 261.00, 46.00, 39.00, 44.60, 37.80, 258.20, 45.80, 36.80, -1, -0.028515, -1, -1
13), 48.00, 33.00, 256.00, 48.00, 26.00, 45.40, 36.60, 258.20, 46.60, 33.40, -1, -0.079107, -1, -1
14), 44.00, 41.00, 254.00, 43.00, 39.00, 45.40, 37.60, 257.20, 45.60, 35.40, -1, -0.053952, -1, -1
15), 46.00, 36.00, 257.00, 46.00, 28.00, 45.80, 37.00, 257.80, 46.20, 34.20, -1, -0.063475, -1, -1
16), 44.00, 38.00, 261.00, 43.00, 39.00, 45.00, 37.40, 257.80, 45.20, 34.20, -1, -0.021648, -1, -1
17), 46.00, 38.00, 259.00, 43.00, 26.00, 45.60, 37.20, 257.40, 44.60, 31.60, -1, -0.050814, -1, -1
