

New occurence at: 2021-03-01 11:25:19.740186, Trojan name: HT1_1 - 4 

kernel , nu   , gamma   ,    Accuracy,    F1_score,    Recall,   Precision,   No_Sup_Vec 
rbf  , 0.0023  , 0.015  ,  0.83098  , 0.83415  , 0.8503  , 0.81867  , 585.0  ,  21107   , 3893  , 4702  , 20298
rbf  , 0.0023  , 0.017  ,  0.82686  , 0.82783  , 0.83272  , 0.82305  , 654.0  ,  20647   , 4353  , 4426  , 20574
rbf  , 0.0023  , 0.019  ,  0.8224  , 0.82112  , 0.81545  , 0.82693  , 715.0  ,  20161   , 4839  , 4206  , 20794
rbf  , 0.0023  , 0.021  ,  0.818  , 0.8144  , 0.79883  , 0.83062  , 779.0  ,  19746   , 5254  , 3985  , 21015
rbf  , 0.0023  , 0.023  ,  0.81308  , 0.80694  , 0.78155  , 0.83409  , 842.0  ,  19334   , 5666  , 3811  , 21189
rbf  , 0.0023  , 0.025  ,  0.8075  , 0.79888  , 0.76484  , 0.83615  , 900.0  ,  18900   , 6100  , 3646  , 21354
rbf  , 0.0023  , 0.027  ,  0.8028  , 0.79155  , 0.74907  , 0.83921  , 958.0  ,  18477   , 6523  , 3478  , 21522
rbf  , 0.0023  , 0.029  ,  0.79738  , 0.78318  , 0.73215  , 0.84193  , 1018.0  ,  18031   , 6969  , 3344  , 21656
rbf  , 0.0025  , 0.001  ,  0.67408  , 0.74987  , 0.97722  , 0.60839  , 86.0  ,  24481   , 519  , 16103  , 8897
rbf  , 0.0025  , 0.003  ,  0.81436  , 0.83696  , 0.95318  , 0.74605  , 186.0  ,  23902   , 1098  , 8442  , 16558
rbf  , 0.0025  , 0.005  ,  0.83146  , 0.8475  , 0.93681  , 0.77378  , 256.0  ,  23381   , 1619  , 7051  , 17949
rbf  , 0.0025  , 0.007  ,  0.83612  , 0.84848  , 0.91786  , 0.78891  , 324.0  ,  22907   , 2093  , 6314  , 18686
rbf  , 0.0025  , 0.009  ,  0.8371  , 0.84683  , 0.90083  , 0.79901  , 388.0  ,  22509   , 2491  , 5742  , 19258
rbf  , 0.0025  , 0.011  ,  0.83634  , 0.84368  , 0.8835  , 0.80734  , 458.0  ,  22019   , 2981  , 5274  , 19726
rbf  , 0.0025  , 0.013  ,  0.83412  , 0.83937  , 0.86706  , 0.81346  , 522.0  ,  21602   , 3398  , 4975  , 20025
rbf  , 0.0025  , 0.015  ,  0.83112  , 0.83427  , 0.85035  , 0.81886  , 589.0  ,  21114   , 3886  , 4710  , 20290
rbf  , 0.0025  , 0.017  ,  0.82686  , 0.82779  , 0.83248  , 0.8232  , 655.0  ,  20654   , 4346  , 4435  , 20565
rbf  , 0.0025  , 0.019  ,  0.82268  , 0.82145  , 0.81604  , 0.827  , 716.0  ,  20158   , 4842  , 4202  , 20798
rbf  , 0.0025  , 0.021  ,  0.81828  , 0.81471  , 0.79927  , 0.8308  , 781.0  ,  19755   , 5245  , 3992  , 21008
rbf  , 0.0025  , 0.023  ,  0.81274  , 0.80662  , 0.78135  , 0.83363  , 843.0  ,  19326   , 5674  , 3824  , 21176
rbf  , 0.0025  , 0.025  ,  0.80744  , 0.79885  , 0.76492  , 0.83598  , 902.0  ,  18895   , 6105  , 3640  , 21360
rbf  , 0.0025  , 0.027  ,  0.80244  , 0.79111  , 0.74844  , 0.83902  , 962.0  ,  18451   , 6549  , 3479  , 21521
rbf  , 0.0025  , 0.029  ,  0.79792  , 0.78388  , 0.73319  , 0.84216  , 1020.0  ,  18048   , 6952  , 3331  , 21669
rbf  , 0.0027  , 0.001  ,  0.67416  , 0.74994  , 0.97734  , 0.60844  , 86.0  ,  24483   , 517  , 16103  , 8897
rbf  , 0.0027  , 0.003  ,  0.8142  , 0.83683  , 0.95306  , 0.74591  , 187.0  ,  23912   , 1088  , 8442  , 16558
rbf  , 0.0027  , 0.005  ,  0.8314  , 0.84742  , 0.93661  , 0.77379  , 255.0  ,  23381   , 1619  , 7042  , 17958
rbf  , 0.0027  , 0.007  ,  0.83642  , 0.84875  , 0.91811  , 0.7892  , 324.0  ,  22906   , 2094  , 6297  , 18703
rbf  , 0.0027  , 0.009  ,  0.83726  , 0.84702  , 0.90123  , 0.79902  , 389.0  ,  22501   , 2499  , 5743  , 19257
rbf  , 0.0027  , 0.011  ,  0.83654  , 0.84389  , 0.88383  , 0.80746  , 460.0  ,  22017   , 2983  , 5281  , 19719
rbf  , 0.0027  , 0.013  ,  0.83392  , 0.83919  , 0.86691  , 0.81325  , 525.0  ,  21598   , 3402  , 4971  , 20029
rbf  , 0.0027  , 0.015  ,  0.831  , 0.83417  , 0.8503  , 0.8187  , 591.0  ,  21114   , 3886  , 4712  , 20288
rbf  , 0.0027  , 0.017  ,  0.82662  , 0.82756  , 0.83233  , 0.82292  , 656.0  ,  20644   , 4356  , 4433  , 20567
rbf  , 0.0027  , 0.019  ,  0.82252  , 0.82131  , 0.81596  , 0.82679  , 718.0  ,  20151   , 4849  , 4206  , 20794
rbf  , 0.0027  , 0.021  ,  0.81812  , 0.81455  , 0.79912  , 0.83064  , 783.0  ,  19764   , 5236  , 3988  , 21012
rbf  , 0.0027  , 0.023  ,  0.8127  , 0.80652  , 0.78107  , 0.83375  , 846.0  ,  19327   , 5673  , 3814  , 21186
rbf  , 0.0027  , 0.025  ,  0.80786  , 0.79932  , 0.76552  , 0.83631  , 906.0  ,  18918   , 6082  , 3645  , 21355
rbf  , 0.0027  , 0.027  ,  0.8025  , 0.79114  , 0.74832  , 0.83923  , 965.0  ,  18475   , 6525  , 3478  , 21522
rbf  , 0.0027  , 0.029  ,  0.79736  , 0.78312  , 0.73198  , 0.84202  , 1024.0  ,  18051   , 6949  , 3347  , 21653
rbf  , 0.0029  , 0.001  ,  0.67406  , 0.74985  , 0.97718  , 0.60838  , 86.0  ,  24477   , 523  , 16109  , 8891
rbf  , 0.0029  , 0.003  ,  0.81418  , 0.83681  , 0.95306  , 0.74589  , 188.0  ,  23907   , 1093  , 8435  , 16565
rbf  , 0.0029  , 0.005  ,  0.83144  , 0.84747  , 0.93673  , 0.77379  , 257.0  ,  23377   , 1623  , 7046  , 17954
rbf  , 0.0029  , 0.007  ,  0.83656  , 0.8489  , 0.91839  , 0.78925  , 324.0  ,  22900   , 2100  , 6302  , 18698
rbf  , 0.0029  , 0.009  ,  0.83702  , 0.84678  , 0.90091  , 0.79885  , 390.0  ,  22495   , 2505  , 5740  , 19260
rbf  , 0.0029  , 0.011  ,  0.83674  , 0.84408  , 0.88399  , 0.80766  , 461.0  ,  22018   , 2982  , 5281  , 19719
rbf  , 0.0029  , 0.013  ,  0.83392  , 0.83917  , 0.86679  , 0.81333  , 526.0  ,  21599   , 3401  , 4968  , 20032
rbf  , 0.0029  , 0.015  ,  0.83118  , 0.83437  , 0.85062  , 0.81878  , 590.0  ,  21110   , 3890  , 4717  , 20283
rbf  , 0.0029  , 0.017  ,  0.82668  , 0.82756  , 0.83204  , 0.82319  , 657.0  ,  20634   , 4366  , 4442  , 20558
rbf  , 0.0029  , 0.019  ,  0.82246  , 0.82119  , 0.81557  , 0.82695  , 721.0  ,  20168   , 4832  , 4201  , 20799
rbf  , 0.0029  , 0.021  ,  0.81802  , 0.81444  , 0.79896  , 0.83057  , 786.0  ,  19759   , 5241  , 3991  , 21009
rbf  , 0.0029  , 0.023  ,  0.81284  , 0.80674  , 0.78152  , 0.8337  , 848.0  ,  19333   , 5667  , 3808  , 21192
rbf  , 0.0029  , 0.025  ,  0.80766  , 0.79913  , 0.76537  , 0.83606  , 908.0  ,  18911   , 6089  , 3644  , 21356
rbf  , 0.0029  , 0.027  ,  0.80232  , 0.79095  , 0.74819  , 0.83897  , 968.0  ,  18467   , 6533  , 3487  , 21513
rbf  , 0.0029  , 0.029  ,  0.79764  , 0.78344  , 0.73235  , 0.84228  , 1026.0  ,  18054   , 6946  , 3346  , 21654
rbf  , 0.0031  , 0.001  ,  0.6741  , 0.74989  , 0.97722  , 0.60841  , 86.0  ,  24484   , 516  , 16108  , 8892
rbf  , 0.0031  , 0.003  ,  0.81434  , 0.83695  , 0.95318  , 0.74603  , 187.0  ,  23905   , 1095  , 8436  , 16564
rbf  , 0.0031  , 0.005  ,  0.8314  , 0.84743  , 0.93669  , 0.77375  , 258.0  ,  23380   , 1620  , 7049  , 17951
rbf  , 0.0031  , 0.007  ,  0.83646  , 0.84879  , 0.91815  , 0.78924  , 325.0  ,  22905   , 2095  , 6303  , 18697
rbf  , 0.0031  , 0.009  ,  0.83736  , 0.8471  , 0.90128  , 0.79914  , 391.0  ,  22498   , 2502  , 5746  , 19254
rbf  , 0.0031  , 0.011  ,  0.83664  , 0.84402  , 0.88414  , 0.80743  , 460.0  ,  22027   , 2973  , 5280  , 19720
rbf  , 0.0031  , 0.013  ,  0.83386  , 0.83912  , 0.86678  , 0.81323  , 527.0  ,  21591   , 3409  , 4978  , 20022
rbf  , 0.0031  , 0.015  ,  0.83126  , 0.83445  , 0.85074  , 0.81884  , 592.0  ,  21111   , 3889  , 4704  , 20296
rbf  , 0.0031  , 0.017  ,  0.82674  , 0.82765  , 0.83228  , 0.82314  , 659.0  ,  20640   , 4360  , 4437  , 20563
rbf  , 0.0031  , 0.019  ,  0.82286  , 0.82161  , 0.81608  , 0.82728  , 722.0  ,  20162   , 4838  , 4200  , 20800
rbf  , 0.0031  , 0.021  ,  0.81832  , 0.81477  , 0.79943  , 0.83076  , 787.0  ,  19748   , 5252  , 3983  , 21017
rbf  , 0.0031  , 0.023  ,  0.81316  , 0.8071  , 0.782  , 0.83393  , 851.0  ,  19346   , 5654  , 3816  , 21184
rbf  , 0.0031  , 0.025  ,  0.80762  , 0.79905  , 0.7652  , 0.8361  , 910.0  ,  18917   , 6083  , 3649  , 21351
rbf  , 0.0031  , 0.027  ,  0.80266  , 0.7914  , 0.74888  , 0.8391  , 971.0  ,  18487   , 6513  , 3488  , 21512
rbf  , 0.0031  , 0.029  ,  0.79766  , 0.78351  , 0.73255  , 0.84217  , 1028.0  ,  18044   , 6956  , 3347  , 21653
rbf  , 0.0033  , 0.001  ,  0.67418  , 0.74993  , 0.97722  , 0.60846  , 86.0  ,  24480   , 520  , 16106  , 8894
rbf  , 0.0033  , 0.003  ,  0.81422  , 0.83686  , 0.95318  , 0.74589  , 187.0  ,  23910   , 1090  , 8447  , 16553
rbf  , 0.0033  , 0.005  ,  0.83142  , 0.84746  , 0.93681  , 0.77373  , 257.0  ,  23377   , 1623  , 7044  , 17956
rbf  , 0.0033  , 0.007  ,  0.83656  , 0.84889  , 0.91831  , 0.78929  , 326.0  ,  22904   , 2096  , 6297  , 18703
rbf  , 0.0033  , 0.009  ,  0.83716  , 0.84695  , 0.90132  , 0.79884  , 390.0  ,  22497   , 2503  , 5744  , 19256
rbf  , 0.0033  , 0.011  ,  0.83666  , 0.84401  , 0.88399  , 0.80754  , 462.0  ,  22022   , 2978  , 5277  , 19723
rbf  , 0.0033  , 0.013  ,  0.8341  , 0.83934  , 0.86694  , 0.81351  , 526.0  ,  21602   , 3398  , 4978  , 20022
rbf  , 0.0033  , 0.015  ,  0.83092  , 0.8341  , 0.85031  , 0.81858  , 594.0  ,  21116   , 3884  , 4708  , 20292
rbf  , 0.0033  , 0.017  ,  0.82658  , 0.82752  , 0.83228  , 0.82288  , 660.0  ,  20644   , 4356  , 4441  , 20559
rbf  , 0.0033  , 0.019  ,  0.8224  , 0.82114  , 0.81557  , 0.82686  , 723.0  ,  20158   , 4842  , 4197  , 20803
rbf  , 0.0033  , 0.021  ,  0.81818  , 0.81455  , 0.79888  , 0.83091  , 789.0  ,  19766   , 5234  , 3986  , 21014
rbf  , 0.0033  , 0.023  ,  0.81286  , 0.80677  , 0.78159  , 0.83367  , 853.0  ,  19357   , 5643  , 3814  , 21186
rbf  , 0.0033  , 0.025  ,  0.80748  , 0.79889  , 0.765  , 0.83599  , 912.0  ,  18904   , 6096  , 3647  , 21353
rbf  , 0.0033  , 0.027  ,  0.80256  , 0.79135  , 0.74908  , 0.83876  , 973.0  ,  18493   , 6507  , 3479  , 21521
rbf  , 0.0033  , 0.029  ,  0.7976  , 0.7834  , 0.73231  , 0.84223  , 1032.0  ,  18066   , 6934  , 3349  , 21651
rbf  , 0.0035  , 0.001  ,  0.67412  , 0.7499  , 0.97722  , 0.60842  , 86.0  ,  24481   , 519  , 16105  , 8895
rbf  , 0.0035  , 0.003  ,  0.81432  , 0.83695  , 0.9533  , 0.74596  , 186.0  ,  23901   , 1099  , 8441  , 16559
rbf  , 0.0035  , 0.005  ,  0.8314  , 0.84743  , 0.93669  , 0.77375  , 258.0  ,  23384   , 1616  , 7042  , 17958
rbf  , 0.0035  , 0.007  ,  0.83642  , 0.84877  , 0.91827  , 0.78913  , 326.0  ,  22905   , 2095  , 6302  , 18698
rbf  , 0.0035  , 0.009  ,  0.83732  , 0.8471  , 0.90147  , 0.79898  , 390.0  ,  22502   , 2498  , 5749  , 19251
rbf  , 0.0035  , 0.011  ,  0.83678  , 0.84414  , 0.88423  , 0.80759  , 462.0  ,  22026   , 2974  , 5282  , 19718
rbf  , 0.0035  , 0.013  ,  0.83416  , 0.83943  , 0.86722  , 0.81343  , 526.0  ,  21601   , 3399  , 4974  , 20026
rbf  , 0.0035  , 0.015  ,  0.83094  , 0.8341  , 0.85019  , 0.81868  , 595.0  ,  21113   , 3887  , 4714  , 20286
rbf  , 0.0035  , 0.017  ,  0.8267  , 0.82763  , 0.83232  , 0.82305  , 660.0  ,  20644   , 4356  , 4437  , 20563
rbf  , 0.0035  , 0.019  ,  0.82282  , 0.82163  , 0.81633  , 0.82705  , 724.0  ,  20151   , 4849  , 4205  , 20795
rbf  , 0.0035  , 0.021  ,  0.81836  , 0.81481  , 0.79944  , 0.83083  , 791.0  ,  19769   , 5231  , 3996  , 21004
rbf  , 0.0035  , 0.023  ,  0.8131  , 0.80703  , 0.78191  , 0.83387  , 855.0  ,  19339   , 5661  , 3814  , 21186
rbf  , 0.0035  , 0.025  ,  0.80764  , 0.79911  , 0.7654  , 0.83599  , 914.0  ,  18905   , 6095  , 3651  , 21349
rbf  , 0.0035  , 0.027  ,  0.80278  , 0.7916  , 0.74936  , 0.83895  , 976.0  ,  18481   , 6519  , 3484  , 21516
rbf  , 0.0035  , 0.029  ,  0.79754  , 0.78338  , 0.73243  , 0.84203  , 1034.0  ,  18039   , 6961  , 3350  , 21650

Trojan name: HT2_1 - 4 ==> Best params: nu = 0.0011  , gamma = 0.007  , F1_score = 0.84902  


New occurence at: 2021-03-03 20:56:25.525394, Trojan name: HT2_1 - 4 

kernel , nu   , gamma   ,    Accuracy,    F1_score,    Recall,   Precision,   No_Sup_Vec, TP   , FN   , FP   , TN 
rbf  , 0.0001  , 0.001  ,  0.63948  , 0.73425  , 0.99712  , 0.5811  , 109.0  ,  24935   , 65  , 18050  , 6950
rbf  , 0.0001  , 0.003  ,  0.77424  , 0.8145  , 0.99233  , 0.69076  , 266.0  ,  24811   , 189  , 10949  , 14051
rbf  , 0.0001  , 0.005  ,  0.80364  , 0.834  , 0.98761  , 0.72179  , 403.0  ,  24726   , 274  , 9614  , 15386
rbf  , 0.0001  , 0.007  ,  0.81756  , 0.84335  , 0.98322  , 0.73835  , 534.0  ,  24635   , 365  , 8875  , 16125
rbf  , 0.0001  , 0.009  ,  0.82756  , 0.85023  , 0.97994  , 0.75087  , 665.0  ,  24546   , 454  , 8286  , 16714
rbf  , 0.0001  , 0.011  ,  0.8358  , 0.85595  , 0.97665  , 0.76182  , 793.0  ,  24444   , 556  , 7736  , 17264
rbf  , 0.0001  , 0.013  ,  0.84132  , 0.85947  , 0.97152  , 0.77062  , 930.0  ,  24298   , 702  , 7368  , 17632
rbf  , 0.0001  , 0.015  ,  0.84452  , 0.86123  , 0.966  , 0.77699  , 1075.0  ,  24141   , 859  , 7008  , 17992
rbf  , 0.0001  , 0.017  ,  0.84896  , 0.86405  , 0.96103  , 0.78489  , 1213.0  ,  24012   , 988  , 6655  , 18345
rbf  , 0.0001  , 0.019  ,  0.8518  , 0.86551  , 0.95478  , 0.79153  , 1355.0  ,  23869   , 1131  , 6398  , 18602
rbf  , 0.0001  , 0.021  ,  0.85348  , 0.86629  , 0.9503  , 0.79595  , 1489.0  ,  23728   , 1272  , 6169  , 18831
rbf  , 0.0001  , 0.023  ,  0.85388  , 0.86577  , 0.94348  , 0.7999  , 1616.0  ,  23541   , 1459  , 5952  , 19048
rbf  , 0.0001  , 0.025  ,  0.85424  , 0.86518  , 0.93637  , 0.80407  , 1745.0  ,  23348   , 1652  , 5725  , 19275
rbf  , 0.0001  , 0.027  ,  0.85416  , 0.86411  , 0.92837  , 0.8082  , 1868.0  ,  23184   , 1816  , 5532  , 19468
rbf  , 0.0001  , 0.029  ,  0.85472  , 0.86367  , 0.92127  , 0.81289  , 2000.0  ,  23024   , 1976  , 5313  , 19687
rbf  , 0.0003  , 0.001  ,  0.63916  , 0.73405  , 0.99696  , 0.5809  , 111.0  ,  24934   , 66  , 18052  , 6948
rbf  , 0.0003  , 0.003  ,  0.77408  , 0.81441  , 0.9924  , 0.69058  , 278.0  ,  24808   , 192  , 10960  , 14040
rbf  , 0.0003  , 0.005  ,  0.80364  , 0.83402  , 0.98769  , 0.72177  , 423.0  ,  24725   , 275  , 9606  , 15394
rbf  , 0.0003  , 0.007  ,  0.8176  , 0.84342  , 0.98354  , 0.73828  , 561.0  ,  24636   , 364  , 8890  , 16110
rbf  , 0.0003  , 0.009  ,  0.82812  , 0.85073  , 0.98059  , 0.75127  , 716.0  ,  24546   , 454  , 8283  , 16717
rbf  , 0.0003  , 0.011  ,  0.83548  , 0.85565  , 0.97625  , 0.7616  , 868.0  ,  24444   , 556  , 7767  , 17233
rbf  , 0.0003  , 0.013  ,  0.84092  , 0.85922  , 0.97193  , 0.76996  , 1048.0  ,  24309   , 691  , 7372  , 17628
rbf  , 0.0003  , 0.015  ,  0.84408  , 0.861  , 0.96688  , 0.77605  , 1218.0  ,  24177   , 823  , 7043  , 17957
rbf  , 0.0003  , 0.017  ,  0.84824  , 0.8636  , 0.96191  , 0.78355  , 1390.0  ,  24049   , 951  , 6719  , 18281
rbf  , 0.0003  , 0.019  ,  0.85112  , 0.86517  , 0.95639  , 0.78987  , 1568.0  ,  23915   , 1085  , 6443  , 18557
rbf  , 0.0003  , 0.021  ,  0.85316  , 0.86625  , 0.95206  , 0.79465  , 1743.0  ,  23779   , 1221  , 6230  , 18770
rbf  , 0.0003  , 0.023  ,  0.85516  , 0.86725  , 0.94726  , 0.79973  , 1934.0  ,  23629   , 1371  , 6028  , 18972
rbf  , 0.0003  , 0.025  ,  0.85608  , 0.86727  , 0.94142  , 0.80398  , 2121.0  ,  23493   , 1507  , 5811  , 19189
rbf  , 0.0003  , 0.027  ,  0.85564  , 0.86617  , 0.93526  , 0.80661  , 2309.0  ,  23347   , 1653  , 5625  , 19375
rbf  , 0.0003  , 0.029  ,  0.85684  , 0.86651  , 0.93021  , 0.81099  , 2497.0  ,  23220   , 1780  , 5456  , 19544
rbf  , 0.0005  , 0.001  ,  0.6394  , 0.73419  , 0.99704  , 0.58105  , 110.0  ,  24935   , 65  , 18057  , 6943
rbf  , 0.0005  , 0.003  ,  0.77384  , 0.81425  , 0.9924  , 0.69035  , 280.0  ,  24812   , 188  , 10956  , 14044
rbf  , 0.0005  , 0.005  ,  0.8036  , 0.83399  , 0.98769  , 0.72173  , 428.0  ,  24724   , 276  , 9615  , 15385
rbf  , 0.0005  , 0.007  ,  0.81768  , 0.84349  , 0.98362  , 0.73834  , 570.0  ,  24633   , 367  , 8881  , 16119
rbf  , 0.0005  , 0.009  ,  0.82812  , 0.85073  , 0.98059  , 0.75127  , 732.0  ,  24543   , 457  , 8273  , 16727
rbf  , 0.0005  , 0.011  ,  0.83556  , 0.8557  , 0.97617  , 0.76173  , 883.0  ,  24441   , 559  , 7756  , 17244
rbf  , 0.0005  , 0.013  ,  0.841  , 0.85929  , 0.97201  , 0.77003  , 1073.0  ,  24304   , 696  , 7376  , 17624
rbf  , 0.0005  , 0.015  ,  0.84412  , 0.86102  , 0.9668  , 0.77614  , 1249.0  ,  24175   , 825  , 7042  , 17958
rbf  , 0.0005  , 0.017  ,  0.84784  , 0.86329  , 0.96191  , 0.78304  , 1424.0  ,  24052   , 948  , 6721  , 18279
rbf  , 0.0005  , 0.019  ,  0.85084  , 0.86496  , 0.95648  , 0.78947  , 1611.0  ,  23922   , 1078  , 6453  , 18547
rbf  , 0.0005  , 0.021  ,  0.85332  , 0.86637  , 0.95199  , 0.79491  , 1810.0  ,  23776   , 1224  , 6228  , 18772
rbf  , 0.0005  , 0.023  ,  0.85512  , 0.86727  , 0.94766  , 0.79948  , 2009.0  ,  23631   , 1369  , 6014  , 18986
rbf  , 0.0005  , 0.025  ,  0.85576  , 0.8671  , 0.94206  , 0.80321  , 2205.0  ,  23520   , 1480  , 5808  , 19192
rbf  , 0.0005  , 0.027  ,  0.85644  , 0.86691  , 0.93606  , 0.8073  , 2407.0  ,  23373   , 1627  , 5630  , 19370
rbf  , 0.0005  , 0.029  ,  0.85704  , 0.86674  , 0.93085  , 0.81092  , 2610.0  ,  23230   , 1770  , 5454  , 19546
rbf  , 0.0007  , 0.001  ,  0.63948  , 0.73424  , 0.99704  , 0.58111  , 111.0  ,  24935   , 65  , 18055  , 6945
rbf  , 0.0007  , 0.003  ,  0.77376  , 0.81419  , 0.9924  , 0.69027  , 280.0  ,  24813   , 187  , 10967  , 14033
rbf  , 0.0007  , 0.005  ,  0.80336  , 0.83381  , 0.98761  , 0.7215  , 430.0  ,  24725   , 275  , 9611  , 15389
rbf  , 0.0007  , 0.007  ,  0.81756  , 0.84338  , 0.98346  , 0.73826  , 573.0  ,  24635   , 365  , 8894  , 16106
rbf  , 0.0007  , 0.009  ,  0.82808  , 0.85068  , 0.98043  , 0.75128  , 731.0  ,  24546   , 454  , 8281  , 16719
rbf  , 0.0007  , 0.011  ,  0.83564  , 0.85578  , 0.97634  , 0.76176  , 895.0  ,  24446   , 554  , 7766  , 17234
rbf  , 0.0007  , 0.013  ,  0.8408  , 0.85909  , 0.97168  , 0.76992  , 1085.0  ,  24309   , 691  , 7379  , 17621
rbf  , 0.0007  , 0.015  ,  0.844  , 0.86093  , 0.9668  , 0.77599  , 1262.0  ,  24173   , 827  , 7040  , 17960
rbf  , 0.0007  , 0.017  ,  0.84764  , 0.8631  , 0.96167  , 0.78289  , 1444.0  ,  24056   , 944  , 6723  , 18277
rbf  , 0.0007  , 0.019  ,  0.85088  , 0.865  , 0.95656  , 0.78948  , 1629.0  ,  23925   , 1075  , 6453  , 18547
rbf  , 0.0007  , 0.021  ,  0.85324  , 0.86629  , 0.9519  , 0.79484  , 1834.0  ,  23779   , 1221  , 6228  , 18772
rbf  , 0.0007  , 0.023  ,  0.8552  , 0.86731  , 0.9475  , 0.79966  , 2043.0  ,  23632   , 1368  , 6028  , 18972
rbf  , 0.0007  , 0.025  ,  0.8558  , 0.86715  , 0.94222  , 0.80318  , 2247.0  ,  23510   , 1490  , 5800  , 19200
rbf  , 0.0007  , 0.027  ,  0.8564  , 0.86693  , 0.93646  , 0.80703  , 2456.0  ,  23374   , 1626  , 5638  , 19362
rbf  , 0.0007  , 0.029  ,  0.85672  , 0.86644  , 0.93045  , 0.81069  , 2662.0  ,  23243   , 1757  , 5459  , 19541
rbf  , 0.0009  , 0.001  ,  0.63936  , 0.73417  , 0.99704  , 0.58103  , 111.0  ,  24935   , 65  , 18055  , 6945
rbf  , 0.0009  , 0.003  ,  0.77392  , 0.8143  , 0.9924  , 0.69043  , 279.0  ,  24812   , 188  , 10959  , 14041
rbf  , 0.0009  , 0.005  ,  0.8036  , 0.83399  , 0.98769  , 0.72173  , 429.0  ,  24727   , 273  , 9604  , 15396
rbf  , 0.0009  , 0.007  ,  0.8176  , 0.84344  , 0.98362  , 0.73825  , 574.0  ,  24635   , 365  , 8881  , 16119
rbf  , 0.0009  , 0.009  ,  0.82796  , 0.85059  , 0.98043  , 0.75115  , 735.0  ,  24544   , 456  , 8274  , 16726
rbf  , 0.0009  , 0.011  ,  0.83556  , 0.8557  , 0.97617  , 0.76173  , 896.0  ,  24446   , 554  , 7768  , 17232
rbf  , 0.0009  , 0.013  ,  0.84076  , 0.8591  , 0.97193  , 0.76977  , 1088.0  ,  24308   , 692  , 7374  , 17626
rbf  , 0.0009  , 0.015  ,  0.84376  , 0.86073  , 0.96664  , 0.77576  , 1273.0  ,  24177   , 823  , 7042  , 17958
rbf  , 0.0009  , 0.017  ,  0.84772  , 0.86318  , 0.96183  , 0.78292  , 1451.0  ,  24058   , 942  , 6722  , 18278
rbf  , 0.0009  , 0.019  ,  0.85124  , 0.86535  , 0.95704  , 0.78972  , 1646.0  ,  23930   , 1070  , 6443  , 18557
rbf  , 0.0009  , 0.021  ,  0.85312  , 0.8662  , 0.9519  , 0.79468  , 1847.0  ,  23785   , 1215  , 6220  , 18780
rbf  , 0.0009  , 0.023  ,  0.85492  , 0.86715  , 0.94798  , 0.79904  , 2057.0  ,  23634   , 1366  , 6020  , 18980
rbf  , 0.0009  , 0.025  ,  0.856  , 0.86734  , 0.94246  , 0.80333  , 2266.0  ,  23516   , 1484  , 5798  , 19202
rbf  , 0.0009  , 0.027  ,  0.85644  , 0.86698  , 0.93663  , 0.807  , 2481.0  ,  23374   , 1626  , 5632  , 19368
rbf  , 0.0009  , 0.029  ,  0.85652  , 0.86627  , 0.93037  , 0.81045  , 2697.0  ,  23245   , 1755  , 5471  , 19529
rbf  , 0.0011  , 0.001  ,  0.63972  , 0.73437  , 0.99704  , 0.58127  , 111.0  ,  24935   , 65  , 18052  , 6948
rbf  , 0.0011  , 0.003  ,  0.77396  , 0.81433  , 0.9924  , 0.69047  , 280.0  ,  24813   , 187  , 10960  , 14040
rbf  , 0.0011  , 0.005  ,  0.80336  , 0.83381  , 0.98761  , 0.7215  , 430.0  ,  24728   , 272  , 9611  , 15389
rbf  , 0.0011  , 0.007  ,  0.81736  , 0.84326  , 0.98362  , 0.73799  , 575.0  ,  24632   , 368  , 8889  , 16111
rbf  , 0.0011  , 0.009  ,  0.82804  , 0.85065  , 0.98043  , 0.75124  , 737.0  ,  24546   , 454  , 8274  , 16726
rbf  , 0.0011  , 0.011  ,  0.83576  , 0.85588  , 0.97641  , 0.76187  , 900.0  ,  24444   , 556  , 7764  , 17236
rbf  , 0.0011  , 0.013  ,  0.84092  , 0.85923  , 0.972  , 0.76992  , 1091.0  ,  24311   , 689  , 7374  , 17626
rbf  , 0.0011  , 0.015  ,  0.84388  , 0.86084  , 0.9668  , 0.77584  , 1276.0  ,  24175   , 825  , 7048  , 17952
rbf  , 0.0011  , 0.017  ,  0.8478  , 0.86326  , 0.96191  , 0.78299  , 1459.0  ,  24059   , 941  , 6722  , 18278
rbf  , 0.0011  , 0.019  ,  0.85116  , 0.86528  , 0.95704  , 0.78962  , 1653.0  ,  23932   , 1068  , 6444  , 18556
rbf  , 0.0011  , 0.021  ,  0.85316  , 0.86626  , 0.95214  , 0.79461  , 1861.0  ,  23779   , 1221  , 6218  , 18782
rbf  , 0.0011  , 0.023  ,  0.855  , 0.86719  , 0.94782  , 0.79923  , 2069.0  ,  23630   , 1370  , 6028  , 18972
rbf  , 0.0011  , 0.025  ,  0.85596  , 0.86728  , 0.94222  , 0.8034  , 2278.0  ,  23511   , 1489  , 5800  , 19200
rbf  , 0.0011  , 0.027  ,  0.85632  , 0.86687  , 0.93654  , 0.80688  , 2499.0  ,  23374   , 1626  , 5630  , 19370
rbf  , 0.0011  , 0.029  ,  0.85696  , 0.86665  , 0.93061  , 0.81094  , 2714.0  ,  23247   , 1753  , 5458  , 19542
