    4100,     800,   26700,     700,     800,    4240,     860,   26660,     820,     800,
    1000,    5100,   26200,    1000,     800,    1080,    4000,   26220,     820,    2860,
    1300,    1000,   26700,    2800,    2600,    1180,     980,   26440,    3280,    2580,
    1100,    1000,   26700,    3100,     800,    1140,     960,   26560,    4105,     740,
    1100,     700,   26700,     800,    2800,    1160,     880,   26440,     740,    3560,
    4400,    1100,   26700,    2900,    1000,    4260,    1413,   26340,    3520,     920,
    1100,    3900,   26500,    3100,     700,    1140,    3720,   26280,    3680,    2240,
    1500,    3600,   26100,    2800,     700,    1180,    3820,   26320,    3180,     840,
    1000,    1000,   26700,     800,    4100,    1060,    1020,   26440,     880,    3080,
    1300,    4100,   26700,     800,    4300,    1180,    3860,   26640,     780,    3000,
    4600,     800,   26500,    2900,     800,    4400,     920,   26400,    3460,    1820,
    4800,    4900,   26500,     800,    2900,    4600,    3820,   26380,     900,    2760,
    4400,     800,   25700,    3100,     800,    4480,     900,   26200,    3600,     820,
    3900,     800,   26400,    3100,    1000,    4160,     940,   26260,    3840,    1500,
    3900,    3800,   26400,    1000,    4100,    4060,    3940,   26500,     860,    4300,
    1000,     800,   26700,     700,    3900,    1040,     980,   26660,     780,    3560,
    4300,    4900,   26400,    4400,    4100,    4320,    4000,   26220,    4260,    4200,
    1100,     800,   26400,     800,     700,    1180,     800,   26360,     860,    1840,
    4800,    1000,   26500,    3300,    2600,    4975,     920,   26380,    3780,    3600,
    4300,    4800,   26500,    4100,    3900,    4540,    3820,   26340,    3420,    2940,
    1100,    1000,   26700,    2800,     800,    1020,     920,   26560,    3440,     780,
    4400,    3800,   26200,    3800,     700,    2540,    3740,   26340,    3680,     860,
    1100,     700,   26200,    4400,    4100,    1100,    1499,   26320,    3560,    3660,
    4800,     800,   26700,    2800,    1000,    4440,     940,   26400,    3380,     880,
    1100,    1100,   26500,    2900,    2600,    1040,    1020,   26380,    3760,    3740,
    1500,    3400,   26700,    3900,     700,    1260,    3720,   26600,    3520,     800,
    1300,    3400,   25900,     800,     700,    1060,    3940,   26240,     880,     780,
    1100,    3900,   26700,    3100,     800,    3780,    3740,   26320,    3380,     800,
     800,    3400,   26400,     800,     700,    1060,    3520,   26480,     780,     860,
    1500,    3300,   26500,     700,    4400,    1160,    3720,   26460,     780,    3860,
    1300,     800,   26100,    4100,    4100,    2600,     880,   26240,    3420,    3240,
